kAWya	kAWya tri kAwe vizamamArge kUpe vA BavaH yat vizamamArgaBave kUpaBave ca rudraBede pu namaH kAWyAya ca nIpyAya ca yaju namaH kAWyAya ca gahvarezWAya ca kAwe kUpe vizamamArge vA BavaH vedadI	
kAYcanAkAriRI	kAYcanAkAriRI strI kAYcanaM banDanaM karoti kf Rini ta SaMtamUlyAM Sabdaca tasyA bahumUlatvena banDanakAritvAt taTAtvam	
kAYcanagIri	kAYcanagIri pu kAYcanamayastatpraDAno vA giriH SAka ta sumeruparvate hemaca dAnArTakalpitasvarRAcale ca kAYcanAcalasvarRAcalAdayo pyatra	
kAYcanagiri		kAYcanagiri pu kAYcanamayastatpraDAno vA giriH SAka ta sumeruparvate hemaca dAnArTakalpitasvarRRAcale ca kAYcanAcalasvarRAcalAdayo pyatra
kAYcanakAriRI		kAYcanakAriRI strI kAYcanaM banDanaM karoti kf Rini ta SatamUlyAM Sabdaca tasyA bahumUlatvena banDana kAritvAt taTAtvam
kAdambarIbIja	kAdambarIbIja na ta madyasADane kitvAdidravyaBede ratnamA	
kAdambarIvIja		kAdambarIvIja na ta madyasADane kitvAdidravyaBede ratnamA
kAkaSimbI	kAkaSimbI strI kAkapriyA SimbI kAkatuRqyAm rAjani	
kAkaSimyI		kAkaSimyI strI kAkapriyA SimbI kAkatuRqyAm rAjani
kAkaparRI	kAkaparRI strI kAka iva kfzRaM parRamasyAH kAkamIzajjalaM parRe syA vA gOrA NIz mudgaparRyAM BAvapra tasyAH kAkakfzRaparRatvAt IzajjalayuktapatratvAcca taTAtvam	
kAkaparRRI		kAkaparRRI strI kAka iva kfzRaM parRRamasyAH kAkamIzajjalaM parRRe syA vA gOrA NIz mudgaparRRyAM BAvapra tasyAH kAkakfzRaparRRatvAt IzajjalayuktapatratvAcca taTAtvam
kAlAnalacakra		kAlAnalacakra na kAlAnala iva hiMsakaM cakram narapatijayacaryyokte nizwAdijYApake cakraBede tadBedAdikaYca cakraSabde vakzyate
kAlaYcara	kAlaYcara pu kAlaM jarayati jf Ric ac bA mum parvataBede sapta vyADA daSArRezu mfgAH kAlaYjare girO BAra pitfkalpagATA tanmAhAtmyaM BA va a tatra kAlaYjaro nAma parvato lokaviSrutAH tatra devahrade snAtvA gosahasraPalaM laBet yaH snAtastApayettatra girO kAlaYjare nfpaH svargaloke mahIyeta narInAstyatra saMSayaH tato girivaraSnezWe citrakUwe viSAmpate tenAsya citrakUwaparvatasAnniDyaM gamyate tatra mAsaM kftasnAne daSASvameDaPalaM yaToktam BA anu a gaNgAyamunayostIrTe taTA kAlaYjare girO daSASvameDAnApnoti tatra mAsaM kftodakaH ayaYca BUmimaDyasTareKAtaH prAcyAM diSi varttate yaTA BA za a pUrvaM prAcIM diSaM rAjan rAjarzigaRasevitAm ityupakramya pUrvadiksTatIrTakaTane prayAgamiti viKyAtaM taspAdBaratasattama agastyasya tu rAjendra tatrASramavaro nfpa tattaTA tApasAraRyaM tApasErupaSoBitam hiraRyavinduH kaTito girO kAlaYjare mahAn ityukteH tIrTaparatve asya klIvatvamapi kAlaYjaraM praBAsaYca taTA vadarikASramaH iti kASI BOmatIrTakaTane a taTA prayogAt yogicakramelake BEravaBede medi deSaBede Dara sa ca kAlaYjaragirirUpajanapadAvaDiBUtaH tato BavAdO ropaDatvAt prAgvarttitvAcca buY kAlaYjaka tadBave ropaDatvAt prAgvarttitvAcca vuY kAlaraYjaka tadBave tri kAlaM mftyuM jayati jf bA Kac kAlasya mfyorjArake tri indriyARAM hi sarvezAM vaSyAtmA calitasmftiH AtmanaH sampradAnena marttyopmftyumupASnute Ahatya sarvasaNkalpAn satve cittaM niveSayet satve cittaM samAveSya tataH kAlaYjaro Bavet BA SA a kAlaM mftyuM jarayati mftyuYjaye Sive tasya patnI NIp kAlaYjarI caRqikAyAM strI Dara svayaM tajjArakatve tu wAbeveti BedaH	
kAlaYjara		kAlaYjara pu kAlaM jarayati jf Ric ac bA mum parvata Bede sapta vyADA daSArRezu mfgAH kAlaYjare girO BAra pitfkalpagATA tanmAhAtmyaM BA va a tatra kAlaYjaro nAma parbbato lokaviSrutaH tatra devahrade snAtvA gosahasraPalaM laBet yaH snAtastApayettatra girO kAlaYjare nfpaH svargaloke mahIyeta naronAstyatra saMSayaH tato girivaraSrezWe citrakUwe viSAmpate tenAsyaM citrakUwaparvvatasAnniDyaM gamyate tatra mAsaM kftastAne daSASvameDaPalaM yaToktam BA anu a gaNgA yamunayostIrTe taTA kAlaYjare girO daSASvameDAnA pnoti tatra mAsaM kftodakaH ayaYca BUmimaDyasTareKAtaH prAcyAM diSi varttata yaTA BA va a pUrvvaM prAcIM diSa rAjan rAjarzigaRa sevitAm ityupakramya pUrvvadiksTatIrTakaTane prayAgamiti viKyAtaM tasmAdBaratasattama agastyasya tu rAjendra tatrASramavaro nfpa tattaTA tApasAraRyaM tApasErupaSoBi tam hiraRyavinduH kaTito girO kAlaYjare mahAn ityukteH tIrTaparatve asya klIvatvamapi kAlaYjaraM praBAsaYca taTA vadarikASramaH iti kASI BOmatIrTakaTane a taTAprayogAt yogicakramelake BEraDaBedemedi deSaBede Dara sa ca kAlaYjaragirirUpajanapadA vaDiBUtaH tato BavAdO ropaDatvAt prAgvarttitvAcca vuY kAlaraYjaka tadBave tri kAlaM mftyuM jarayati jf bA Kac kAlasya mftyorjArake tri indri yARAM hi sarvvezAM vaSyAtmA calitasmftiH AtmanaH sampradAnena marttyomftyumuvASnute Ahatya sarvasaNkalpAn satve cittaM niveSayet satve cittaM samAveSya tataH kAlaYjaro Bavet BA SA a kAlaM mftyuM jarayati mftyuYjaye Sive tasya patnI NIp kAlaYjarI caRqikAyAM strI Dara svayaM tajjArakatve tu wAbeveti BedaH
kAlakarRI	kAlakarRI strI kAlaH karRo syAH NIp alakzmIBede alakzmIH kAlakarRI ca purA svArTe ka hrasvaH kAlakarRikA tatrArTe hema alakzmISabde nuktastadutpattyAdiratrABiDIyate pAdme uttaraKaRqe devIM prati SivavAkyam mAM praRamya punardevA mamanTuH kzIrasAgaram tasmin pramaTyamAne tu mayA devESca BAvini jyezWA devI samutpannA raktasragvAsasAvftA utpannA sA bravIddevAn kiMkarttavyaM mayeti vE tAmabruvaMstadA devIM sarvedevagaRA stadA yezAM gfhAntare nityaM kalahaM saMpravarttate tattesTAnaM prayacCAmo vAsastatra SuBAnane yasya gehaM kapAlAsTiBasmakeSAdicihnitam paruzaM BAzate nityaM vasantyanftavAdinaH sanDyAkAle ca ye pApAH svapanti malacetasaH tezAM veSmani saMtizWa duHKadAridryadAyinI kapAlakeSaBasmAsTituzANgArARi yatra tu tatra te satataM sTAnaM Bavizyati na saMSayaH akftvA pAdayoH SOcaM yastvAcamati durmmatiH taM Bajasva sadA devi kaluzeRAvftA BfSam tfRANgArakapAlASmabAlukAyasacarmmaBiH dantaDAvana karttAro Bavizyanti narADamAH ramasva kalinA devi tezAM veSmasu nityaSaH tilapizwaYca naktaYca kAliNgaSigrugfYjanam CatrAkaM viqvarAhaYca vilvakozAtakIPalam alAbUM varttulAm SrIPalaM ye vE svAdayanti narADamAH tezAM gfhe tava sTAnaM devi dAridryade sadA ityAdiSya surAH sarve te jyezWAM kalivallaBAm tasyA uddAlakamuninA saha vivAhAdikaTA ca pAdme a samudramaTanAdyAni ratnAnyApuH surottamAH SrezWaYca kOstuBaM tezu vizRave pradaduH surAH yAvadaNgIcakArAsO lakzmIM BAryyArTamAtmanaH tAvadvijYApayAmAsa lakzmIstaM cakrapARinam lakzmIruvAca asaMskftya kaTaM jyezWAM kanizWA pariRIyate tasmAnmAgrajAmetAmalakzmIM maDusUdana vivAhyodvaha mAM paScAtDarmmaH sanAtanaH tasmAt DarmmavyatikrAmaM na kuryyAM maDusUdana iti tadvacanaM SrutvA sa vizRurlokaBAvanaH uddAlakAya munaye sudIrTa tapase tadA AptavAkyAnuroDena tAmalakzmIM dadO kila sTUlozWIM SuzkavadanAM virUpAM biBratIM tanum sravadAraktanayanAM rUkzapakvaSiroruhAm sa munirvizRuvAkyAttAmaNgIkftya svamASramam vedaDvanisamAyuktamAnayAmAsa Darmmavit homaDUpasuganDAdyaM vedaGozeRa nAditam ASramaM taM vilokyATa vyaTitA sA vravIdidam jyezWovAca na hi vAsonurUpo yaM vedaDvaniyuto mama nAtrAgamizye Bo brahman nayasvAnyatra mAM Druvam uddAlaka uvAca kaTaM nAyAsi kiYcAtra varttate svamata tava tava yogyA ca vasatiH kA Bavettadvadasva mAm jyezWovAca vedaDvanirBavedyasminnatiTInAYca pUjanam yajYadAnAdikaM yatra nEva tatra vasAmyaham parasparAnurAgeRa dAmpatyaM yatra vidyate pitfdevArccanaM yatra tatra nEva vasAmyaham dAnaSOce na vidyete paradravyApahAriRaH paradAraratA yatra tatra sTAne ratirmama vfdDasajjanaviprARAM yatra syAdavamAnanam nizWuraM BAzaRaM yatra tatra samyagvasAmyaham sUta uvAca iti tadvacanaM SrutvA vizRavadano Bavat uddAlakastatovAkyaM tAmalakzmImuvAca ha uddAlaka uvAca aSvatTavfkzamUle smin alakzmi SramyatAM kzaRam ASramasTAnamAlokya yAvadAyArmyahaM punaH sUta uvAca iti tAM tatra saMsTApya jagAmoddAlako muniH pratIkzantI ciraM tatra yadA na taM dadarSa sA tadA ruroda karuRaM BarttustyAgena duHKitA tattasyAH kranditaM lakzmIrvEkuRWaBavane SfRot tadA vijYApayAmAsavizRumudvignamAnasA lakzmIruvAca svAmin madBaginI jyezWA svAmityAgena duHKitA tAmASvAsayituM yAhi kfpAlo yadyahaM priyA sUta uvAca lakzmayA sahatato vizRustatrAgAt kfpayAnvitaH ASvAsayanna lakzmIM tAmidaM vAkyamaTAbravIt vizRuruvAca aSvatTa vfkzamAsAdya sadA lakzmi sTirABAva mamAMSasamBavo hyeza AvAsaste mayA kftaH mandavAre sadA nUnaM lakzmIratrAgamizyati aspfSyo sO BavettasmAt mandavAraM vinA kila dIpAnvitAmAvasyAyAM tatpUjAviDAnaM mantraliNgAt yaTA alakzmIstvaM kurUpAsi kutsitasTAnavAsini suKarAtrO mayA dattAM gfhRa pUjAYca SASvatIm dAridrya kalahapriye devi tvaM DananASinI yAhi SatrorgfhaM nityaM sTirA tatra Bavizyasi yadi tvaM me mahABAge prItA Bavasi sarvadA putrabanDukalatrezu kadAcinnA gamizyasi gacCatvaM mandiraM SatrorgfhItvA cASuBaM mama madASrayaM parityajya sTitA tatra Bavizyasi kiYca evaM gate niSITe tu nArIBiH svagfhANganAt alakzmISca vahizkAryyA amantraYca yaTAviDi iti kftyatattvArRavaDfta brahmapurARam evaMgate niSITe tu jane nidrArdvalocane tAvannagaranArIBiH SUrpaqiRqimavAdanEH nizkAsyate prahfzwABiralakzmIH svagfhANganAt iti madanaratnaDftaYca grahakuzmARqaKewAdyAH kAlakArRISiSugrahAH kASI	
kAlakarRRI		kAlakarRRI strI kAlaH karRRo syAH NIp alakzmIBede alakzmIH kAlakarRRI ca purA svArTeka hrasvaH kAla karRikA tatrArTe hema alakzmISabde nuktastadutpattyAdi ratrABiDIyate pAdme uttaraKaRqe devIM prati SivavAkyam mAM praRamya punardevA mamanTuH kzIrasAgaram tasmin pramaTyamAne tu mayA devESca BAvini jyezWA devI samut pannA raktasragvAsasAvftA utpannA sA bravIddevAn kiM karttavyaM mayeti vE tAmabruvaMstadA devIM sarvve devagaRA stadA yezAM gfhAntare nityaM kalahaM saMpravarttate tatte sTAnaM prayacCAmo vAsastatra SuBAnane yasya gehaM kapAlAsTiBasmakeSAdicihnitam paruzaM BAzate nityaM vasantyanftavAdinaH sanDyAkAle ca ye pApAH svapanti malacetasaH tezAM veSmani saMtizWa duHKadAridryadAyinI kapAlakeSaBasmAsTituzANgArARi yatra tu tatra te satataM sTAnaM Bavizyati na saMSayaH akftvA pAdayoHSOcaM yastvA cAmati durmmatiH taM Bajasva sadA devi kaluzeRAvftA Bf Sam tfRANgArakapAlASmabAlukAyasacarmmaBiH dantaDAvana karttAro savizyanti narADamAH ramasvakalinA devi tezAM veSmasu nityaSaH tilapizwaYca naktaYca kAliNgaSigrugfYjanam CatrAkaM viqvarAhaYca vilvakozAtakIPalam alAbUM varttulAra SrIPalaM yevE svAdayanti narADamAH tezAM gfhe tava sTAna devi dAridryade sadA ityAdiSya surAH sarve te jyezWAM kalivallaBAm tasyA uddAlakamuninA saha vivAhAdikaTA ca pAdme a samudramaTanAdyAni ratnAnyApuH surottamAH SrezWaYca kOstuBaM tezu vizRave pradaduH surAH yAvadaNgIcakArAsO lakzmIM BAryyArTamAtmanaH tAvadvijYApayAmAsa lakzmIstaM cakrapARinam lakzmIruvAca asaMskftya kaTaM jyezWAM kanizWA pariRIyate tasmAnmamAgrajAmetAmalakzmIM maDu Page b sUdana vivAhyodvaha mAM paScAdeza DarmmaH sanAtanaH tasmAt DarmmavyatikrAmaM na kuryyA maDusUdana iti tadda canaM SrutvA sa vizRurlokaBAvanaH uddAlakAya munaye sudIrDa tapase tadA AptavAkyAnuroDena tAmalakzmIM dadO kila sTUlozWIM SuzkavadanAM virUpAM biBratIM tanum srava dAraktanayanAM rUkzapakvaSiroruhAm sa munirvizRu vAkyAttAmaNgIkftya svamASramam vedaDvanisamAyuktamA nayAmAsa Darmmavit homaDUpasuganDAdyaM vedaDozeRa nA ditam ASramaM taM vilokyATa vyaTitA sA bravodidam jyEzWovAca na hi vAsonurUpo yaM vedaDvaniyuto mama nAtrAgamizye Bo brahman nayasvAnyatra mAM Druvam uddA laka uvAca kaTaM nAyAsi kiYcAtra varttate svamataM tava tavayogyA ca vasatiH kA Bavettadvadasva mAm jyezWovAca vedaDvanirBaved yasminnatiTInAYca pUjanam yajYadAnA dikaM yatra nEva tatra vasAmyaham parasparAnurAgeRa dAmpatyaM yatra vidyate pitfdevArccanaM yatra tatra nEva vasAmyaham dAnaSOce na vidyete paradravyApahAriRaH paradAraratA yatra tatra sTAne ratirmama vfdDasajjanaviprARAM yatra syAdavamAnanam nizWuraM BAzaRaM yatra tatra samya gvasAmyaham sUta uvAca iti tadvacanaM SrutrA vizaRRa vadano Bavat uddAlakastatovAkyaM tAmalakzmImuvAca ha uddAlaka uvAca aSvatTavfkzamUle smin alakzmi Sramya tAM kzaRam ASramasTAnamAlokya yAvadAyArmyahaM punaH sUta uvAca iti tAM tatra saMsTApya jAgAmoddAlako muniH pratIkzantI ciraM tatra yadA na taM dadarSa sA tadA ruroda karuRaM BarttustyAgena duHKitA tattasyAH kranditaM lakzmIrvEkuRWaBavane SfRot tadA vijYApayAmAsa vizRumudvignamAnasA lakzmIsvavAca svAmin madBa ginI jyezWA svAmityAgena duHKitA tAmASvAsayituM yAhikfpAlo yadyahaM priyA sUta uvAca lakzmyA saha tato vizRustatrAgAt kfpayAnvitaH ASvAsayanna lakzmIM tAmidaM vAkyamaTAbravIt vizRuruvAca aSvatTa vfkzamAsAdya sadA lakzmi sTirA Bava mamAMSasamBavo hyeza AvAsaste sayA kftaH mandavAre sadA nUnaM lakzmI ratrAgamizyati aspfSyo sO BavettasmAt mandavAraM vinA kila dIpAnvitAmAvasyAyAM tatpUjAviDAnaM mantraliNgAt yaTA alakzmIstvaM kurUpAsi kutsitasTAnavAsini Page a suKarAtrO mayA dattAM gfhRa pUjAYca SASvatIm dAridrya kalahapriye devi tvaM DananASinI yAhi Satrogf haM nityaM sTirA tatra Bavizyasi yadi tvaM me mahABAge prItA Bavasi sarvvadA putrabanDukalatrezu kadAcinnA gamizyasi gacCatvaM mandiraM SatrorgfhItvA cASuBaM mama madASrayaM parityajya sTitA tatra Bavizyasi kiYca evaM gate niSITe tu nArIBiH svagfhANganAt alakzmISca vahizkAryyA amantraYca yaTAviDi iti kftyatattvArRavaDfta brahmapurARam evaM gate niSITe tu jane nidrArdDalocane tAvannagaranArIBiH SUrpaqiRqimavAdanEH nizkAsyate prahf zwABiralakzmIH svagfhANganAt iti madanaratnaDftaYca grahakuzmARqaKewAdyAH kAlakarRISiSugrahAH kASI
kAlakeSI		kAlakeSI strI kAlaH keSa iva patrAdiryasyAH gOrA NIz nIlyAmozaDO Sabdaci kfzRakeSayuktastriyAYca
kAlakeSo	kAlakeSo strI kAlaH keSa iva patrAdiryasyAH gOrA NIz nIlyAmozaDO Sabdaci kfzRakeSayuktastriyAYca	
kAlaketuH		kAlaketuH aTadakzayajYe rudrakroDodBavaH kAlaketu strIRi varza SatAni nava ca mAsAn prozya udayate pUrvveRa vE SvAnaramArge ityamftamayasya maRiketoScArAnte SyAvarUkzaM tAmrAruRAM SUlAkArasadfSIM SiKAM kftvA naBasastriBA gacArI sa SastraBayarogadurBikzAvfzwimarakEH yAvanmAsAn dfSyate tAvadvarzARi triBAgaSezAM prajAM kftvA SAradaDA nyasyAQakamardDeM kftvA cAstaM brajati parA taTA ca vfdDa gargaH jyezWA mUlamanurADA yA vITI saMprakIrttitA tAYca vITIM samAruhya ketuScet krIqate BfSam dakzi RABinatAM kftvA SiKAM GorAM BayaNkarAm SUlAgrasa dfSIM tIkzRAM SyAvatAmrAruRapraBAm pUrvveRa udita ScEva nakzatrARyupaDUpayet GoraM prajAsUtsfjati PalaM mAse trayodaSe triBAgaM naBaso natvA tato gacCatyada rSanam yAvato divasAMstizWet tAvadgarzARi tadBayam SastrAgniBayarogESca durBikzamarakErhatAH zUrRamAnAH prajAH sarvvA vidravanti diSo daSa calaketuH aTa pEtAmahaScalaketuH paYcadaSavarzaSataM prozya uditaH paScimenANguliparvvamAtrAM SiKAM dakziRABinatAM kftvA kAlaketoScArAnte naBasastriBAgamanucaran yaTA yaTo ttarAM vrajati taTA taTA SUlAgrAkArAM SiKAM darSayan brAhmaM nakzatramupasftya manAk DruvaM vrajan rASiM saptazIMn saMspfSya naBaso rdDamAtraM dakziRamanu parikramya astaM brajati sa svarge dAruRakarmmA svargaprAptitvAdeva vakrAstamaBinihanti lokamapi ca BUmiM kampayitvA daSa mAsAn maDyadeSe BUyizWaM janapadamavaSepaM kurute tezvapi ca kvacit kvacit SastradurBikzamarakavyADiBayEH klizRAtyazwAdaSamAsAniti parA taTA gargaH kzucCastramarakavyADiBayEH saMpIqayet prajAH mAsAn daSa taTAzwO ca calaketuH sudAruRaH uddAlakaSvetaketuH gfhaketuSca aToddAlakaH SvetaketurddaSI ttaraM varzaSataM prozya BadraketoScArAnte pUrvvasyAM dakziRA BinataSiKo rdDarAtrakAle dfSyastenEva saha dvitIyaH kaH prajApatiputtraH paScimakena gfhaketuryUpasaMsTAyI yugapaddfSyeta tatastAvuBO saptarAtradfSyO daSavarzARi prajAH pIqayete kaH prajApatiputtro yadyaDikaM dfSyate tadA dAruRataraM prajAnAM SastrakopaM Page a kuryyAt taTEva snehavarRayuktO kzemArogyasuBikzadO BavataH parA
kAlanalacakra	kAlanalacakra na kAlAnala iva hiMsakaM cakram narapatijayacaryyokte nizwAdijYApake cakraBede tadBedAdikaYca cakraSabde vakzyate	
kAlaparRRa		kAlaparRRa pu kAlaM kfzRaM parRamasya tagaravfkze SabdaratnA
kAlaparRa	kAlaparRa pu kAlaM kfzRaM parRamasya tagaravfkze SabdaratnA	
kAlaparvata	kAlaparvata pu ni ka trikUwaparvatanikawasTaparvataBede sa rAvaRaH niScitya tataH kftya svasAram SUrpanalAm upasAntvya ca UrdDamAcakrame rAjana viDAya nagare laNkAyAm viDim trikUwaM samatikramya kAlaparvata meva ca dadarSa makarAvAsaM gamBIrodaM mahodaDim BA va a	
kAlaparvvata		kAlaparvvata pu ni ka trikUwaparvatanikawasTaparvvataBede sa rAvaRaH niScimya tataH kftyaM smfsAram SUrpanasyAm upasAntvya ca UrdDamAcakrame rAjan viDAya nagare Page a laNkAyAm viDim trikUwaM samatikramya kAlaparvata meva ca dadarSa makarAvAsaM gamBIrodaM mahodaDim BA va a
kAlayogin		kAlayogin pu tri kAlaeva yogo styasya ini Sive kAlayogI mahAnAdaH sarvvakAmaScatuzapaTaH BA Anu a SivasahasranAmoktO kAlasambadDe tri
kAliyahnada		kAliyahnada pu ta kAliyanAgADizWite vfndAvanasTa yamunAntargate hradaBede kAliyadamanaSabde vivftiH tasya kAliyasya tapradASrayaRakaTABAga a yaTA nAgAlayaM ramaRakaM kaTaM tatyAja kAliyaH kftaM vA kiM suparRasya tenEkenAsamaYjasam vAdarAyaRiruvA ca upa hAryyaH sarpajanErmmAsimAsIha yobaliH vAnaspatyo ma hAvAho nAgAnAM prANnirUpitaH svaM svaM BAgaM praya cCanti nAgAH parvaRi parvaRi gopITAyAtmanaH sarvve suparRRAya mahAtmane vizavIryyamadAvizwaH kAdraveyastu kA liyaH kadarTIkftya garuqaM svayaM taM buBuje balim tat SrutvA kupitorAjan BagavAn BagavatpriyaH vijiGAMsu rmmahAvegaH kAliyaM samupAdravat tamApatantaM tarasA vizA yuDaH pratyaByayAdutTitanEkamastakaH dadBiH suparRaM vyadaSadda SAyuDaH karAlajihvocCvasitogralocanaH taM tArkzaputraH sa nirasya manyumAn pracaRqavegomaDusUdanAsanam pakzeRa savyena hiraRyarocizA jaGAna kadrAH sutamugravikramaH suparRapakzABihataH kAliyo tIvavihvalaH hradaM viveSa kA lindyAstadagamyaM durAsadam tatrEkadA jalacaraM garuqoBa kzyamIpsitam nivAritaH sOBariRA prasahya kzuDito harat mInAn suduHKitAn dfzwvA dInAn mInapatO hfte kfpayA sOBariH prAha tatratyakzemamAcaran atra praviSya garuqo yadi matsyAn sa KAdati sadyaH prARErviyujyeta satyametadbravImyaham tat kAliyaH paraM veda nAnyaH kaScana lelihaH avAtsIdgaruqAdBItaH kfzRena ca vivAsitaH
kAliyahrada	kAliyahrada pu ta kAliyanAgADizWite vfndAvanasTa yamunAntargate hradaBede kAliyadamanaSabde vivftiH tasya kAliyasya tapradASrayaRakaTABAga a yaTA nAgAlayaM ramaRakaM kaTaM tatyAja kAliyaH kftaM vA kiM suparRasya tenEkenAsamaYjasam vAdarAyaRiruvAca upahAryyaH sarpajanErmmAsimAsIha yobaliH vAcaspatyomahAbAho nAgAnAM prANanirUpitaH svaM svaM BAgaM prayacCanti nAgAH parvaRi parvaRi gopITAyAtmanaH sarve suparRAya mahAtmane vizavIryyamadAvizwaH kAdraveyastu kAliyaH kadarTIkftya garuqaM svayaM taM buBuje balim tat SrutvA kupitorAjan BagavAn BagavatpriyaH vijiGAMsurmmahAvegaH kAliyaM samupAdravat tamApatantaM tarasA vizAyuzaH pratyaByayAdutTitanEkamastakaH dadBiH suparRaM vyadaSaddaSAyuDaH karAlajihvocCavasitogralocanaH taM tArkzaputraH sa nirasya manyumAn pracaRqavegomaDusUdanAsanam pakzeRa savyena hiraRyarocizA jaGAna kadrAH sutamugravikramaH suparRapakzABihataH kAliyo tIvavihvalaH hradaM viveSa kAlindyAstadagamyaM durAsadam tatrEkadA jalacaraM garuqoBakzyamIpsitam nivAritaH sOBariRA prasahya kzuDito harat mInAn suduHKitAn dfzwvA dInAn mInapatOhfte kapfyA sOBariH prAha tatratyakzemamAcaran atra praviSya garuqo yadi matsyAn sa KAdati sadyaH prARErviyujyeta satyametadbravImyaham tat kAliyaH paraM veda nAnyaH kaScana lelihaH avAtsIdgaruqAdBItaH kfzRena ca vivAsitaH	
kAlogin	kAlogin pu tri kAla eva yogo styasya ini Sive kAlayogI mahAnAdaH sarvakAmaScatuzpaTaH BA Anu a SivasahasranAmoktO kAlasambadDe tri	
kAmAksAyitA	kAmAksAyitA strI kAmena svecCayA vasyati padArTAn ava so Rini tasya BAvaH tal satyasaNkalpatvarUpe yoginAmESvaryyaBede aRimA laGimA prAptiH prakAmyaYca taTeSitA vyApitvaYca vaSitvaYca taTA kAmAvasAyitA yaTAsya saNkalpo Bavati BUtezu taTEva BUtAni Bavanti anyezAM niScayA niScetavyamanuviDIyante iti sAM kO	
kAmAnDA		kAmAnDA strI kAmaM yaTezwamanDayati anDa ac kastUryyAM rAjani tasyAH kfzRarUpatvena yaTezwAnDakAratulyatvAt taTAtvam
kAmAtman		kAmAtman pu kAmapraDAnaH rAgapraDAna AtmA manoyasya rAgapraDAnacitte kAmAtmatA na praSastA na cEvehAstya kAmatA manuH kAmaH tadAyattaH AtmA svarUpaM yasya kAmAyattasvarUpe kAmaprasakte kAmamaye ca kAmA tmAnaM tadAtmAnaM na SaSAka niyacCitum BA A Slo kAmAtmAnaM kAmamayamAtmAnamantaHkaraRam niyacCitumityArzaH niyantumityarTe
kAmAvaSAyitA		kAmAvaSAyitA strI kAmena icCayA avaSAyayati padArTAn svacitte ava SI Ric Rini tasya BAvaH tal satyasaNka lpatve yoginAmESvaryaBede Sabdaci yaTecCaM padArTAnAM svacitte samAveSanAt yoginastaTAtvam anyezAM niScetavyAnu sAreRa padArTaniScayAnna tayAtvam
kAmAvasAyitA		kAmAvasAyitA strI kAmena svecCayA vasyati padArTAn ava so Rini tasya BAvaH tal satyasaNkalpatvarUpe yogi nAmESvaryyaBede aRimA laGimA prAptiH prAkAmyaYca taTeSitA vyApitvaYca vaSitvaYca taTA kAmAvasAyitA yaTAsya saNkalpo Bavati BUtezutaTEva BUtAni Bavanti anyezAM niScayA niScetavyamanuviDIyante iti sAM kO
kAmAyuDa		kAmAyuDa yu kAmasyAyuDamiva mukule AkAro styasya ac Amravfkze rAjani ta kAmasyAstre na
kAmAyuDaM	kAmAyuDaM yu kAmasyAyuDamiva mukule AkAro styasya ac Amravfkze rAjani ta kAmasyAste na	
kAmanDA	kAmanDA strI kAmaM yaTezwamanDayati anDa ac kasturyyAM rAjani tasyAH kfzRarUpatvena yaTezwAnDakAratulyatvAt taTAtvam	
kAmatman	kAmatman pu kAmapraDAnaH rAgapraDAna AtmA mano yasya rAgapraDAnacitte kAmAtmatA na praSastA na cEvehAstyakAmatA manuH kAmaH tadAyattaH AtmA svarUpaM yasya kAmAyattasvarUpe kAmaprasakte kAmamaye ca kAmAtmAnaM tadAtmAnaM na SaSAka niyacCitum BA A Slo kAmAtmAnaM kAmamayamAtmAnamantaH karaRam niyacCitumityArzaH niyantumityarTe	
kAmavaSAyitA	kAmavaSAyitA strI kAmena icCayA avaSAyayati padArTAn svacitte ava SI Ric Rini tasya BAvaH tal satyasaNkalpatve yoginAmESvaryaBede Sabdaci yaTecCaM padArTAnAM svacitte samAveSanAt yoginastaTAtvam anTezAM niScetavyAnusAreRa padArTaniScayAnna taTAtvam	
kAndigBUt	kAndigBUt tri kAM diSaM yAmItyAkulatAM BUtaH prAptaH BU prAptO karttari kta ta pfzo kAM diSaM yAmItyAkulataM prApte sa kaTaYcidBayAttasmAdvimukto brAhmaRastadA kAMdigBUto jIvitArTI pradudrAvottarAM diSam BA SA pa a kAM diSaM yAmItyAkulaH kAndigBUtaH nIlaka kAndigBUtaM CinnagAtraM visaMjYaM duryyoDano drakzyati sarvvasEnyam BA udyo a	
kAndigBUta		kAndigBUta tri kAM diSaM yAmItyAkulatAM BUtaH prAptaH BU prAptO karttari kta ta pfzo kAM diSaM yAmItyAkulataM prApte sa kaTaYcidBayAttasmAdvimukto brAhmaRastadA kAM digBUto jIvitArTI pradudrAvottarAM diSam BA SA pa a kAM diSaM yAmItyAkulaH kAndigBUtaH nIlaka kAndigBUtaM CinnagAtraM visaMjYaM duryyoDano drakzyati sarvvasEnyam BA udyo a
kAntANGridohada	kAntANGridohada pu kAntANGristattAqanaM dohadamasya puzpodgame aSokavfkze trikA yaTA ca tasya taTAtvaM taTA SokaSabde uktam kAntApAdadohadAdayo pyatra	
kAntANGrilohada		kAntANGrilohada pu kAntANGristattAqanaM dohadamasya puzpo dgame aSokavfkze trikA yaTA ca tasya taTAtvaM taTA SokaSabde pf uktam kAntApAdadohadAdayo pyatra
kArRAyani	kArRAyani tri karRena nirvfttAdi karRa karRA caturarTyAM PiY karRena nirvfttAdO sutaNgamAdipAWAt pakze iY kArRirapyatra tri	
